"","Nazwa_IZFiA","OZZ17","TER17","OB17","Profil17","PW17","NW17","Aktywa17","OZN17","OZU17","OZW17","OZZ18","OZN18","OZU18","OZW18","TER18","OB18","Profil18","PW18","NW18","Aktywa18","TFI","Lokalizacja","mean_daily_log_rr_16","std_daily_log_rr_16","var16_5","var16_95","es16","eg16","mean_daily_log_rr_17","std_daily_log_rr_17","var17_5","var17_95","es17","eg17","Data_utworzenia","yearly_rr_17","yearly_rr_16","yearly_std_16","yearly_std_17","zm.akt.17.18.proc","zm.akt.17.18.flow.proc","sr16","sr17","Wiek"
"247","Rockbridge Subfundusz Obligacji 1","2","2","2.02","d³u¿ne",1000,100,5.18290651503671,"1",0,"0",2,0.8,0,0,2.08,"2.07","d³u¿ne ",1000,100,4.90230741721063,"Rockbridge","polskie","-2.56611E-06","0.001368539","-0.002010543","0.504646296","2.89188E-05","0.016342256","0.000120203","0.000878401","-0.002022098","0.509280827","-1.74714E-05","0.002576492",1999-08-03,"0.029930666","-0.000641528","0.343503173","0.21960032",-0.244668911335578,-0.274599577335578,-0.0455353231919054,0.072543910682826,19.0383561643836
"248","Rockbridge Subfundusz Obligacji 2","2","2.01","2.03","d³u¿ne",1000,100,4.58394654953646,"1",0,"0",2,0.8,0,0,2.08,"2.06","d³u¿ne ",1000,100,4.03953632572711,"Rockbridge","polskie","6.55499E-06","0.00138739","-0.002444958","0.613684553","6.07737E-05","0.024647713","0.000129193","0.000885563","-0.002091876","0.513198069","-1.59499E-05","0.004416096",1999-04-22,"0.032168971","0.001638747","0.348234993","0.22139068",-0.419816138917263,-0.451985109917263,-0.0383684961838399,0.0820674610150707,19.3205479452055
"249","Rockbridge Subfundusz Obligacji Korporacyjnych","1","1.02","1.02","d³u¿ne",1000,100,5.38357721049886,"2",0,"25",1,1.5,0,25,1.34,"1.06","d³u¿ne ",1000,100,4.94805041890463,"Rockbridge","polskie","7.53645E-05","0.000523777","-0.000752333","0.188835551","9.44117E-05","0.027956213","0.000144407","0.00037601","-0.000758532","0.200469836","8.12607E-05","0.023815463",2000-01-31,"0.035957346","0.018841137","0.13146809","0.094002613",-0.35307621671258,-0.38903356271258,0.0292172572066727,0.233582294143249,18.5424657534247
"250","Rockbridge Subfundusz Selektywny","3","3.03","3.02","absolutnej stopy zwrotu",1000,100,4.67282883446191,"4",0,"0",3,4,0,0,3.13,"3.02","absolutnej stopy zwrotu",1000,100,4.67002115830771,"Rockbridge","zagraniczne","0.000107024","0.002389248","-0.004581255","1.149894883","0.000227359","0.058407436","0.000227071","0.001947182","-0.004518248","0.820732008","0.000192585","0.022164346",2009-05-08,"0.056540571","0.026755879","0.599701172","0.48679543",-0.00280373831775698,-0.059344309317757,0.0196028948230903,0.0873890106158145,9.26849315068493
"251","Rockbridge Subfundusz Skarbowy","1.5","1.52","1.52","pieniê¿ne",1000,100,5.36784342919665,"1",1,"0",1.5,0,0,0,1.52,"1.51","gotówkowe i pieniê¿ne ",1000,100,4.98429131875665,"Rockbridge","polskie","2.42111E-05","0.000420558","-0.000705055","0.176968784","2.94457E-05","0.00858476","0.000108226","0.000350868","-0.000831766","0.147513747","5.30157E-05","0.004866386",1997-04-21,"0.026948163","0.006052764","0.105560075","0.087716985",-0.318563432835821,-0.345511595835821,-0.0847596593693212,0.147612950901128,21.3232876712329
"252","Rockbridge Subfundusz Stabilnego Wzrostu","3","3.03","3.02","mieszane",1000,100,5.44630624426149,"2",0,"0",3,2.5,0,0,3.09,"3.04","mieszane",1000,100,5.16077795252597,"Rockbridge","zagraniczne","9.12953E-05","0.003423138","-0.006565966","1.648057446","-0.000138652","-0.025077115","0.000170425","0.001822213","-0.006958078","0.961901563","-0.000147648","0.007306148",1997-04-21,"0.042435893","0.022823814","0.859207519","0.455553327",-0.248382923673997,-0.290818816673997,0.00910584908417218,0.0624205582851555,21.3232876712329
"253","Rockbridge Subfundusz Superior Akcji","0.7","1.21","1.2","akcji",500000,1000,1.91692261218206,"0",0,"25",0.7,0,0,25,1.67,"1.51","akcji ",500000,1000,0.741937344729377,"Rockbridge Superior","polskie","0.000456154","0.008448574","-0.015323654","3.846237116","-0.000580785","-0.098156022","0.000483384","0.0049654","-0.017037442","2.444240082","-2.78454E-05","0.094523458",2015-06-22,"0.120362696","0.114038497","2.120591989","1.241350041",-0.691176470588235,-0.811539166588235,0.0467032307552493,0.0856830809094886,3.14246575342466
"254","Rockbridge Subfundusz Superior Obligacji","0.35","0.69","0.51","d³u¿ne",500000,1000,2.61739583283408,"0",0,"25",0.35,0,0,25,0.82,"0.79","d³u¿ne ",500000,1000,2.15176220325946,"Rockbridge Superior","polskie","7.99988E-05","0.001629433","-0.002447751","0.614385384","0.000178758","0.05002049","0.000212003","0.001047595","-0.002535096","0.600512159","4.23925E-05","0.015589967",2015-06-22,"0.052788865","0.0199997","0.408987709","0.261898869",-0.372262773722628,-0.425051638722628,0.012224572743823,0.148106271508946,3.14246575342466
"255","Rockbridge Subfundusz Superior Pieniê¿ny","0.3","0.48","0.42","pieniê¿ne",500000,1000,2.80336038090653,"0",0,"25",0.3,0,0,25,1.14,"0.6","gotówkowe i pieniê¿ne ",500000,1000,2.21920348405499,"Rockbridge Superior","polskie","6.87201E-05","0.00033358","-0.000543026","0.136299646","6.60478E-05","0.016912184","0.000119443","0.000228144","-0.000712173","0.103348601","8.02658E-05","0.016305147",2015-06-22,"0.029741256","0.017180023","0.083728592","0.057035876",-0.442424242424242,-0.472165498424242,0.0260367808406476,0.275988677722772,3.14246575342466
"256","Rockbridge Subfundusz Superior Rynku Surowców","0.6","11.63","7.06","inne",500000,1000,2.32238772029023,"0",0,"25",0.6,0,0,25,3.17,"1.3","rynku surowców",500000,1000,-0.105360515657826,"Rockbridge Superior","zagraniczne",NA,NA,NA,NA,NA,NA,"0.000108588","0.005446705","-0.012424668","2.414031135","0.000369334","0.128515885",2016-05-11,"0.027038483",NA,NA,"1.361676344",-0.911764705882353,-0.938803188882353,NA,0.00957531726056041,2.25479452054795
"257","Rockbridge Subfundusz Superior Selektywny","0.5","0.86","0.59","absolutnej stopy zwrotu",500000,1000,3.09104245335832,"0",0,"25",0.5,0,0,25,4.07,"0.88","absolutnej stopy zwrotu",500000,1000,1.91692261218206,"Rockbridge Superior","zagraniczne","0.000190416","0.002217433","-0.004373965","1.097865149","0.000379543","0.127883277","0.00043413","0.002332097","-0.004407009","0.727074156","4.45772E-05","0.044876638",2015-06-22,"0.108098337","0.047603924","0.556575623","0.583024299",-0.690909090909091,-0.799007427909091,0.0585795041188859,0.161396938620563,3.14246575342466
"258","Rockbridge Subfundusz Zrównowa¿ony","4","4.04","4.03","mieszane",1000,100,5.21003245168046,"3",0,"0",4,3,0,0,4.12,"4.04","mieszane",1000,100,4.84103250971008,"Rockbridge","zagraniczne","0.000135606","0.005501223","-0.010764915","2.701993608","-0.000159236","-0.064807504","0.000186827","0.003342386","-0.010807607","1.640941796","-0.000711897","0.01776082",1999-11-03,"0.046520016","0.033901552","1.380806956","0.835596502",-0.308574549426543,-0.355094565426543,0.013688772292077,0.0389183247203206,18.786301369863
"259","Subfundusz Akcji","3.25","6.15","5.56","akcji",500,100,0.916290731874155,"2",0,"20",3.25,2,0,20,5.89,"5.84","akcji ",500,100,-0.510825623765991,"Copernicus","polskie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-08,NA,NA,NA,NA,-0.76,NA,NA,NA,8.1013698630137
"260","subfundusz Allianz Akcji","4","4","4.1","akcji",200,50,5.65283999591863,"4",0,"0",4,4,0,0,4.08,"4.12","akcji ",200,50,5.52903218335856,"Allianz","polskie","0.000318222","0.00909099","-0.01613867","4.050806068","-0.000682505","-0.182000276","0.000414367","0.006522208","-0.01730181","3.0296744","0.000271922","0.056234828",2004-01-28,"0.102763112","0.079555391","2.281838591","1.624029807",-0.116450368291827,-0.219213480291827,0.0282909541694222,0.0546560855086572,14.5479452054795
"261","Subfundusz Allianz Akcji Globalnych","3","3.47","3.47","akcji",200,50,3.02042488614436,"4",0,"0",3,4,0,0,3.35,"3.35","akcji ",200,50,3.10009228887823,"Allianz","zagraniczne","0.000166843","0.008229277","-0.01525008","3.827769994","-8.94927E-05","-0.063868759","0.000498868","0.00481005","-0.016902287","2.471705129","0.000150152","-0.030495924",2014-01-09,"0.123719349","0.041710654","2.065548421","1.197702471",0.0829268292682926,-0.0407925197317074,0.0129315070653577,0.0916081845505352,4.59178082191781
"262","subfundusz Allianz Akcji Ma³ych i Œrednich Spó³ek","4","4.15","4.16","akcji",200,50,5.00394630594546,"4",0,"0",4,4,0,0,4.13,"4.15","akcji ",200,50,5.10291057020543,"Allianz","polskie","0.000418549","0.007364","-0.013627837","3.420587086","5.06146E-07","0.030659326","0.000322348","0.005775292","-0.013843494","2.579703435","0.000141871","0.077615795",2007-11-21,"0.079942304","0.104637342","1.84836406","1.438047751",0.104026845637584,0.0240845416375839,0.0484955014760458,0.0458554341843966,10.7315068493151
"263","subfundusz Allianz Aktywnej Alokacji","3.75","3.55","3.89","mieszane",200,50,4.97050750300548,"3",0,"0",3.75,3,0,0,3.88,"3.89","mieszane",200,50,4.90675516360886,"Allianz","zagraniczne","4.22178E-05","0.003741133","-0.007736184","1.941782096","-0.000211841","-0.028023263","3.43567E-05","0.002941762","-0.007144393","1.282155788","1.34319E-05","0.001138425",2005-12-16,"0.008520467","0.010554443","0.939024304","0.732498688",-0.0617626648161,-0.0702831318161,-0.00473422996727889,-0.00748060452498722,12.6630136986301
"264","Subfundusz Allianz Defensywna Multistrategia","1.5","1.75","1.86","mieszane",500,100,1.48160454092422,"3",0,"0",1.5,2.5,0,0,1.65,"1.65","mieszane",500,100,0.955511445027436,"Allianz","zagraniczne","0.000122545","0.002049204",NA,NA,NA,NA,"0.00012475","0.001750886","-0.001820152","0.840581712","9.10398E-05","0.044658388",2016-01-18,"0.03106285","0.029655885","0.497956457","0.437721617",-0.409090909090909,-0.440153759090909,0.02943206136596,0.038981054024572,2.56712328767123
"265","Subfundusz Allianz Dynamiczna Multistrategia","2.5","3.03","3.21","mieszane",500,100,1.6094379124341,"4",0,"0",2.5,4,0,0,2.77,"2.77","mieszane",500,100,1.94591014905531,"Allianz","zagraniczne","0.000462023","0.004769182",NA,NA,NA,NA,"0.000281555","0.005068416","-0.004724864","2.112430894","0.000520105","0.106004606",2016-01-18,"0.070107237","0.111809675","1.158911259","1.267104091",0.4,0.329892763,0.0835350198284682,0.044279895707479,2.56712328767123
"266","Subfundusz Allianz Dywidendowy Akcji Europejskich","2.5","3.29","3.29","akcji",500,100,1.75785791755237,"4",0,"0",2.5,4,0,0,2.77,"2.78","akcji ",500,100,1.54756250871601,"Allianz","zagraniczne","0.000198069","0.007335427",NA,NA,NA,NA,"0.00027201","0.005253814","-0.008345173","2.657250259","0.000195856","0.015663333",2016-01-18,"0.068002438","0.047932654","1.782508857","1.318707254",-0.189655172413793,-0.257657610413793,0.0184754504139892,0.0409510434072428,2.56712328767123
"267","Subfundusz Allianz Europe Equity Growth Select","2.5","1.41","2.56","akcji",500,100,2.58021682959233,"4",0,"0",2.5,4,0,0,2.75,"2.75","akcji ",500,100,2.60268968544438,"Allianz","zagraniczne",NA,NA,NA,NA,NA,NA,"0.00044469","0.005454024","-0.007863568","2.38284802","-2.49763E-05","-0.001422748",2016-06-10,"0.111172556",NA,NA,"1.368960128",0.0227272727272728,-0.0884452832727272,NA,0.0709827510768816,2.17260273972603
"268","Subfundusz Allianz Globalny Stabilnego Dochodu","2","2.59","2.59","mieszane",200,50,3.92395157629342,"3",0,"0",2,3,0,0,2.25,"2.25","mieszane",200,50,4.06902675423781,"Allianz","zagraniczne","0.000306248","0.001821009","-0.002600525","0.650131235","6.20677E-05","0.01546652","0.000192126","0.001182166","-0.002391258","0.637762157","0.000310653","0.096169156",2015-10-15,"0.047647357","0.076255712","0.455252249","0.294359361",0.156126482213439,0.108479125213439,0.134553342975358,0.1143070731153,2.82739726027397
"269","Subfundusz Allianz India Equity","2.5","0","0.72","akcji",500,100,1.88706964903238,"4",0,"0",2.5,4,0,0,2.77,"2.78","akcji ",500,100,2.23001440015921,"Allianz","zagraniczne",NA,NA,NA,NA,NA,NA,"0.000980874","0.005917497","-0.006207238","2.665297504","-0.000431267","-0.150137128",2016-06-20,"0.245218492",NA,NA,"1.485291659",0.409090909090909,0.163872417090909,NA,0.155672113688211,2.14520547945205
"270","Subfundusz Allianz Ma³ych Spó³ek Europejskich","2.5","2.74","2.95","akcji",500,100,2.36085400111802,"4",0,"0",2.5,4,0,0,2.84,"2.84","akcji ",500,100,2.50143595173921,"Allianz","zagraniczne",NA,NA,NA,NA,NA,NA,"0.000506605","0.005970847","-0.014443515","2.613382561","0.000465289","0.15513605",2016-01-18,"0.126651238",NA,NA,"1.498682507",0.150943396226415,0.0242921582264151,NA,0.0751668465294231,2.56712328767123
"271","Subfundusz Allianz Obligacji Globalnych","1.5","1.56","1.74","d³u¿ne",200,50,3.10009228887823,"1",0,"0",1.5,2,0,0,1.61,"1.77","d³u¿ne ",200,50,3.35340671782581,"Allianz","zagraniczne","0.00018552","0.001241573","-0.002391346","0.600227927","-5.48121E-05","-0.029874656","0.000142736","0.000587848","-0.002053739","0.394262345","0.000226537","0.053048064",2014-01-09,"0.035398629","0.046380062","0.311634737","0.146374229",0.288288288288288,0.252889659288288,0.100695006924084,0.146191232884308,4.59178082191781
"272","subfundusz Allianz Obligacji Plus","1.5","1.21","1.59","d³u¿ne",200,50,5.50655030512649,"1",0,"0",1.5,2,0,0,1.51,"1.62","d³u¿ne ",200,50,5.44371556923739,"Allianz","polskie","0.000153941","0.000547298","-0.001644887","0.412866646","-3.75848E-05","-0.012585277","0.00010262","0.000279079","-0.001128623","0.149836382","0.000154025","0.034551786",2004-01-28,"0.025449713","0.038485324","0.137371691","0.069490567",-0.0609013398294762,-0.0863510528294762,0.170961890539733,0.164766435133563,14.5479452054795
"273","subfundusz Allianz Pieniê¿ny","1","0.97","1.07","pieniê¿ne",200,50,5.83773044716594,"0",0,"0",1,0,0,0,1.01,"1.11","gotówkowe i pieniê¿ne ",200,50,5.8406416573734,"Allianz","polskie","7.85153E-05","0.000437931","-0.000917317","0.230246501","2.09556E-05","0.006128399","0.00010723","0.000224578","-0.000931306","0.133028834","0.000151438","0.022304298",2005-12-16,"0.026593131","0.019628833","0.10992057","0.055919933",0.00291545189504373,-0.0236776791049563,0.0421107077592483,0.225199322037814,12.6630136986301
"274","subfundusz Allianz Polskich Obligacji Skarbowych","1.5","1.63","1.64","d³u¿ne",200,50,4.65300751540225,"1",0,"0",1.5,1.5,0,0,1.65,"1.65","d³u¿ne ",200,50,4.59612944133594,"Allianz","polskie","4.85173E-05","0.001316004","-0.002761304","0.69308728","-5.98282E-05","-0.008026013","0.000138997","0.00075696","-0.002352179","0.462244098","0.000125055","0.010181191",2005-12-16,"0.034471376","0.012129332","0.3303169","0.188483071",-0.0552907530981889,-0.0897621290981889,-0.00869064828351198,0.108611218457917,12.6630136986301
"275","subfundusz Allianz Selektywny","4","4.2","4.21","akcji",200,50,4.73707525686803,"4",0,"0",4,4,0,0,4.15,"4.16","akcji ",200,50,4.53474772169155,"Allianz","polskie","0.000359726","0.008360856","-0.014784168","3.71082626","-0.000471555","-0.08587339","0.000401812","0.00655354","-0.015747656","2.918080942","0.000349818","0.071057172",2007-11-21,"0.099649478","0.089931607","2.09857487","1.631831546",-0.183172655565294,-0.282822133565294,0.0357059488661465,0.0524867154394379,10.7315068493151
"276","subfundusz Allianz Stabilnego Wzrostu","3.5","3.53","3.59","mieszane",200,50,5.53061885564701,"3",0,"0",3.5,3,0,0,3.55,"3.62","mieszane",200,50,5.43153621033426,"Allianz","zagraniczne","9.06408E-05","0.003404589","-0.00600676","1.507696752","-0.000242831","-0.056964353","0.000188386","0.00223977","-0.006457834","1.099873148","0.000124173","0.014236433",2004-01-28,"0.046719612","0.022660191","0.854551858","0.557702678",-0.0943321442726913,-0.141051756272691,0.00896398612710055,0.0586685581595863,14.5479452054795
"277","Subfundusz Allianz Surowców i Energii","3","3.68","3.6","inne",200,50,3.30321697330195,"4",0,"0",3,4,0,0,3.27,"3.38","rynku surowców",200,50,2.86220088092947,"Allianz","zagraniczne","0.000646612","0.008903746","-0.018297071","4.592564845","-0.00070122","-0.137280352","-0.000146572","0.003973442","-0.020562411","2.159929844","-0.000426054","0.079136725",2014-01-09,"-0.036349969","0.161653095","2.234840251","0.989387084",-0.356617647058824,-0.320267678058824,0.065621287666704,-0.0508900609420125,4.59178082191781
"278","Subfundusz Allianz Zbalansowana Multistrategia","2","","2.41","mieszane",500,100,1.52605630349505,"4",0,"0",2,3.5,0,0,2.18,"2.18","mieszane",500,100,1.52605630349505,"Allianz","zagraniczne","0.00026488","0.003461233",NA,NA,NA,NA,"0.00023923","0.003701879","-0.003257686","1.5561767","0.000281262","0.069497666",2016-01-18,"0.059807601","0.064100925","0.841079523","0.929171646",0,-0.059807601,0.0583784572769821,0.049299396077353,2.56712328767123
"279","Subfundusz D³u¿ny Skarbowy Plus","2","3.74","3.39","d³u¿ne",500,100,1.33500106673234,"1",0,"0",1.2,1,0,0,NA,"3.7","d³u¿ne ",500,100,0.955511445027436,"Copernicus","polskie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-16,NA,NA,NA,NA,-0.31578947368421,NA,NA,NA,6.07671232876712
"280","Subfundusz EQUES Akcji SFIO","4.25","6.74","6.15","akcji",100,50,2.11625551480255,"4",0,"10",4.25,3.5,0,10,7.93,"6.9","akcji ",100000,10000,0.8754687373539,"Eques","polskie","0.000374374","0.008790021","-0.015354363","3.853945064","-0.000241732","-0.042928078","0.000611857","0.00666275","-0.017931261","2.530175917","0.000393134","0.091783911",2012-05-17,"0.136444099","0.093593441","2.206295219","1.492456067",-0.710843373493976,-0.847287472493976,0.0356223592940669,0.082042012295964,6.24109589041096
"281","Subfundusz Eques Aktywnej Alokacji SFIO","4","6.71","7.35","mieszane",100,50,1.48160454092422,"3",0,"10",4,3.25,0,10,5.8,"5.47","mieszane",100000,10000,-0.510825623765991,"Eques","zagraniczne","0.000372791","0.005118721","-0.008485956","2.129974897","-0.000253369","-0.050449076","0.000383856","0.003548738","-0.008626925","1.549092678","-2.51532E-05","0.06585768",2012-05-17,"0.085983854","0.093197875","1.284798958","0.798466095",-0.863636363636364,-0.949620217636364,0.0608638997666435,0.0901526745478153,6.24109589041096
"282","Subfundusz EQUES Obligacji SFIO","1.75","0.97","2.03","d³u¿ne",100,50,1.6094379124341,"1",0,"5",1.75,0.75,0,5,2.11,"1.98","d³u¿ne ",100000,10000,0.693147180559945,"Eques","polskie","7.76068E-05","0.000880507","-0.0018238","0.457773705","-3.38345E-05","0.011136892","0.000139635","0.00084638","-0.00105754","0.357048789","6.85552E-05","0.014446036",2012-05-17,"0.03127827","0.019401705","0.221007324","0.190435516",-0.6,-0.63127827,0.0199165571544588,0.0907302921373133,6.24109589041096
"283","Subfundusz EQUES Pieniê¿ny SFIO","0.9","1.45","1.84","d³u¿ne",100,50,1.94591014905531,"0",0,"0",0.9,0,0,0,1.47,"1.47","d³u¿ne ",100000,10000,0.641853886172395,"Eques","polskie","8.51458E-05","0.000481489","-0.001065245","0.267376487","9.62585E-05","0.024081246","6.34832E-05","0.000283806","-0.000963886","0.125314645","8.24338E-05","0.018188679",2012-05-17,"0.014220231","0.021286457","0.120853644","0.063856349",-0.728571428571429,-0.742791659571429,0.0520171075685563,0.00344885048157074,6.24109589041096
"284","Subfundusz IPOPEMA AKCJI","3.2","4.58","4.62","akcji",20000,5000,1.98787434815435,"4",0,"15",3.2,4,0,15,4.31,"3.98","akcji ",20000,5000,1.82454929205105,"Ipopema","polskie","0.000503785","0.008528258","-0.015711828","3.943668723","-0.000371693","-0.069580544","0.000342989","0.006031214","-0.016374767","2.857008402","0.000103015","0.079621775",2011-12-06,"0.085404157","0.125946346","2.1405927","1.507803568",-0.150684931506849,-0.236089088506849,0.051829732017679,0.0473564053802531,6.68767123287671
"285","Subfundusz IPOPEMA D³u¿ny","1.25","1.34","1.39","d³u¿ne",20000,5000,4.51085950651685,"1",0,"20",1.25,0.9,0,20,2.09,"1.54","d³u¿ne ",20000,5000,5.06449196688697,"Ipopema","polskie","4.47616E-05","0.002370514","-0.003612244","0.906673286","0.000200205","0.068700899","0.000242635","0.001287331","-0.004635333","0.786256826","0.000159102","0.015550267",2015-06-19,"0.060416066","0.011190399","0.594998958","0.321832723",0.73956043956044,0.67914437356044,-0.0064027019691016,0.144224196866395,3.15068493150685
"286","Subfundusz IPOPEMA Globalnych Megatrendów","3.2","2.66","2.67","akcji",20000,5000,2.83321334405622,"4",0,"20",3.2,4,0,20,3.44,"2.85","akcji ",20000,5000,3.27714473299218,"Ipopema","zagraniczne","0.000336965","0.009184654","-0.014957408","3.754309315","-6.97046E-05","-0.038114968","0.000941108","0.005391934","-0.019140751","2.639730734","0.000476563","0.002078237",2015-10-01,"0.234335781","0.084241326","2.305348236","1.34798357",0.558823529411765,0.324487748411765,0.0300350831682333,0.163455835741381,2.86575342465753
"287","Subfundusz IPOPEMA Gotówkowy","0.75","1.22","1.09","pieniê¿ne",20000,5000,5.18850250054083,"0",0,"0",0.75,0,0,0,1.18,"1.01","gotówkowe i pieniê¿ne ",20000,5000,5.4743693103284,"Ipopema","polskie","6.00039E-05","0.000373115","-0.000493807","0.123945595","5.78977E-05","0.015325611","0.00013337","0.000344926","-0.000589394","0.171525529","6.20253E-05","0.014255354",2012-11-21,"0.033209125","0.015000963","0.093651958","0.086231583",0.330915178571429,0.297706053571429,0.0000102827535116927,0.222762059232984,5.72602739726027
"288","Subfundusz IPOPEMA MAKRO ALOKACJI","2.2","3.92","3.56","absolutnej stopy zwrotu",20000,5000,3.63230910262554,"3",0,"10",2.2,3,0,10,3.44,"2.83","absolutnej stopy zwrotu",20000,5000,3.01062088604774,"Ipopema","zagraniczne","8.91037E-05","0.002666456","-0.006062213","1.521615485","-4.55703E-05","-0.00134705","0.000110266","0.001162494","-0.006273291","0.647453922","-4.61233E-05","-0.028232566",2011-12-06,"0.027456336","0.022275919","0.669280498","0.290623388",-0.462962962962963,-0.490419298962963,0.0108712550593399,0.0463016280024924,6.68767123287671
"289","Subfundusz IPOPEMA OBLIGACJI","1.5","1.84","1.77","d³u¿ne",20000,5000,5.83656358589002,"1",0,"0",1.5,0.9,0,0,1.82,"1.74","d³u¿ne ",20000,5000,5.6301359344879,"Ipopema","polskie","7.32433E-05","0.001328332","-0.001803661","0.452718794","5.58139E-05","0.017104721","0.000192461","0.00105896","-0.001550386","0.619796696","4.23014E-05","0.006998907",2011-12-06,"0.047922737","0.018310823","0.333411211","0.264740048",-0.186514886164624,-0.234437623164624,0.00993014898950114,0.128136023454978,6.68767123287671
"290","Subfundusz IPOPEMA Short Equity","3.2","4.32","3.76","akcji",160000,5000,2.63188884013665,"3",0,"0",3.2,3,0,0,4.33,"3.73","akcji ",160000,5000,3.81330703248899,"Ipopema","polskie","-0.000625079","0.011440603","-0.018351686","4.606273156","0.000829324","0.230496753","-0.001108928","0.010113658","-0.019680806","4.444571865","-0.000616031","-0.15418922",2012-12-21,"-0.276123081","-0.15626967","2.871591248","2.528414494",2.2589928057554,2.5351158867554,-0.0596427747574748,-0.114745063235664,5.64383561643836
"291","Subfundusz mFundusz dla aktywnych","0.7","","1.3","mieszane",1000,100,3.56104608260405,"#ARG!",0,"20",0.7,0,0,20,1.67,"2.78","mieszane",1000,100,4.46475803227135,"mFundusze Dobrze Lokuj¹ce","zagraniczne",NA,NA,NA,NA,NA,NA,"0.000259515","0.001513707","-0.001976206","0.610549038","0.000168749","0.03541797",2016-11-08,"0.064619348",NA,NA,"0.37842674",1.46875,1.404130652,NA,0.133762608847356,1.75890410958904
"292","Subfundusz mFundusz dla ka¿dego","0.4","","0.7","d³u¿ne",1000,100,4.53044663979215,"#ARG!",0,"20",0.4,0,0,20,1,"1.79","d³u¿ne ",1000,100,5.8996233434424,"mFundusze Dobrze Lokuj¹ce","polskie",NA,NA,NA,NA,NA,NA,"0.000128282","0.000400438","-0.0007578","0.169651317","2.96653E-05","0.005364356",2016-11-08,"0.031942178",NA,NA,"0.100109551",2.93211206896552,2.90016989096552,NA,0.179225436741795,1.75890410958904
"293","Subfundusz mFundusz dla odwa¿nych","1","0","1.9","akcji",1000,100,2.58776403522771,"#ARG!",0,"20",1,0,0,20,2.61,"3.8","akcji ",1000,100,3.48124008933569,"mFundusze Dobrze Lokuj¹ce","zagraniczne",NA,NA,NA,NA,NA,NA,"0.000329069","0.002739529","-0.003454505","1.095043336","0.00028479","0.074173523",2016-11-08,"0.08193827",NA,NA,"0.684882179",1.44360902255639,1.36167075255639,NA,0.0991970182363294,1.75890410958904
"294","Subfundusz PIMCO Global Low Duration Real Return","1.55","0.69","1.3","d³u¿ne",500,100,2.7408400239252,"3",0,"0",1.05,2.5,0,0,1.69,"1.7","d³u¿ne ",500,100,1.56861591791385,"Allianz","zagraniczne",NA,NA,NA,NA,NA,NA,"-8.73103E-06","0.000786232","-0.000752434","0.339141732","7.1758E-05","0.018647471",2016-06-20,"-0.002182757",NA,NA,"0.197344227",-0.690322580645161,-0.688139823645161,NA,-0.0820026876185235,2.14520547945205
"295","Subfundusz Spó³ek Wzrostowych","3.25","5.74","4.74","akcji",500,100,2.14006616349627,"2",0,"20",3.25,2,0,20,5.19,"5.17","akcji ",500,100,0.641853886172395,"Copernicus","polskie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-08,NA,NA,NA,NA,-0.776470588235294,NA,NA,NA,8.1013698630137
"296","Subfundusz US Short Duration High Income Bond","1.5","","1.06","d³u¿ne",500,100,4.31882055877009,"1",0,"0",1.5,2.5,0,0,1.41,"1.65","d³u¿ne ",500,100,4.22829253473184,"Allianz","zagraniczne",NA,NA,NA,NA,NA,NA,"9.21376E-05","0.000658683","-0.000703683","0.295100726","0.000134607","0.019479011",2016-06-20,"0.023034397",NA,NA,"0.165329443",-0.0865512649800266,-0.109585661980027,NA,0.0546448160476776,2.14520547945205
