"","Nazwa","Nazwa_IZFiA","OB","TFI","Data_utworzenia","PW","NW","Aktywa","Profil","OZZ","OZN","OZU","OZW","TER","mean_daily_log_rr","std_daily_log_rr","var_5","var_95","es","eg","yearly_rr","yearly_std","Lokalizacja","Rok","sr","Wiek","Name_time"
"370","BG¯ BNP Paribas Aktywnego Inwestowania","BG¯ BNP Paribas FIO Subfundusz Aktywnego Inwestowania",2.15,"BG¯ BNP Paribas","2016-03-31",200,100,"311.4","mieszane",2.9,"2",0,"10","2.66","6.98958E-05","0.000450231","-0.001282808","0.217262507","0.000133233","0.029696327","0.017334157","0.112107544","zagraniczne","2018",0.0297407014821411,2.36906392694064,"BG¯ BNP Paribas Aktywnego Inwestowania2018"
"371","BG¯ BNP Paribas Dynamicznego Inwestowania","BG¯ BNP Paribas FIO Subfundusz Dynamicznego Inwestowania",3.98,"BG¯ BNP Paribas","2016-03-31",200,100,"128.3","akcji",3.8,"2.5",0,"20","3.99","0.000645993","0.006616788","-0.01312885","2.925588026","0.000557054","0.072797524","0.1602063","1.647580146","polskie","2018",0.0887400229694198,2.36906392694064,"BG¯ BNP Paribas Dynamicznego Inwestowania2018"
"372","BG¯ BNP Paribas Globalny Dynamicznego Wzrostu","BG¯ BNP Paribas FIO Subfundusz Globalny Dynamicznego Wzrostu",3.48,"BG¯ BNP Paribas","2016-03-31",200,100,"42.8","akcji",3.6,"2.5",0,"20","3.48","0.000491521","0.003772745","-0.008934669","1.880985126","0.000262878","0.091264089","0.121897327","0.939413521","zagraniczne","2018",0.114856050704001,2.36906392694064,"BG¯ BNP Paribas Globalny Dynamicznego Wzrostu2018"
"373","BG¯ BNP Paribas Globalny Stabilnego Wzrostu","BG¯ BNP Paribas FIO Subfundusz Globalny Stabilnego Wzrostu",2.98,"BG¯ BNP Paribas","2016-03-31",200,100,"201.1","mieszane",3,"2",0,"20","2.98","0.000180362","0.001341133","-0.003099722","0.673537589","0.000100927","0.020932252","0.044729745","0.333942095","zagraniczne","2018",0.0920211781027486,2.36906392694064,"BG¯ BNP Paribas Globalny Stabilnego Wzrostu2018"
"374","BG¯ BNP Paribas Obligacji","BG¯ BNP Paribas FIO Subfundusz Obligacji",1.68,"BG¯ BNP Paribas","2016-03-31",200,100,"279.8","d³u¿ne",1.5,"1.5",0,"20","1.68","0.000171916","0.000867498","-0.002203385","0.507238904","2.9762E-06","-0.003688758","0.042635057","0.216007005","polskie","2018",0.132565409163467,2.36906392694064,"BG¯ BNP Paribas Obligacji2018"
"375","BG¯ BNP Paribas Pieniê¿ny","BG¯ BNP Paribas FIO Subfundusz Pieniê¿ny",1.13,"BG¯ BNP Paribas","2016-03-31",200,100,"737.4","pieniê¿ne",1,"0.5",0,"0","1.13","0.000132282","0.000212052","-0.000429648","0.124123806","3.05674E-05","0.00984275","0.032805832","0.05280088","polskie","2018",0.356165124520652,2.36906392694064,"BG¯ BNP Paribas Pieniê¿ny2018"
"376","BG¯ BNP Paribas Stabilnego Inwestowania","BG¯ BNP Paribas FIO Subfundusz Stabilnego Inwestowania",2.94,"BG¯ BNP Paribas","2016-03-31",200,100,"12.3","mieszane",3,"2",0,"20","2.97","0.000310531","0.002206958","-0.005016131","1.062169675","0.000183104","0.02073609","0.077011662","0.549532424","zagraniczne","2018",0.11466413854408,2.36906392694064,"BG¯ BNP Paribas Stabilnego Inwestowania2018"
"377","BG¯ Konserwatywny","BG¯ SFIO Konserwatywny",0.92,"BG¯","2014-05-15",100,100,"20.2","d³u¿ne",0.4,"1",0,"0","0.92","0.000121611","0.000446821","-0.001356697","0.266460524","7.94389E-05","0.016244327","0.030159608","0.111258391","polskie","2018",0.145243948386778,4.24851598173516,"BG¯ Konserwatywny2018"
"378","BG¯ Lokata Kapita³u","",1.1,"BG¯","2014-05-15",100,100,"62.6","d³u¿ne",0.9,"0.5",0,"0","1.1","0.000380918","0.00236546","-0.009252954","1.677921462","-0.000285708","0.022299242","0.094467597","0.588999566","polskie","2018",0.13661741305935,4.24851598173516,"BG¯ Lokata Kapita³u2018"
"379","BG¯ Ma³ych i Œrednich Spó³ek","",1.8,"BG¯","2014-05-15",100,100,"2.1","akcji",0.75,"2",0,"0","1.86","0.0001858","0.003800695","-0.005850966","1.641396447","0.000324824","0.067640504","0.046078488","0.946373087","polskie","2018",0.0338962386406071,4.24851598173516,"BG¯ Ma³ych i Œrednich Spó³ek2018"
"380","BG¯ Zdywersyfikowanych Aktywów","",1.56,"BG¯","2014-05-15",100,100,"2.5","mieszane",0.6,"1.5",0,"0","1.53","0.000442677","0.002776503","-0.002792538","0.813792394","-3.30683E-05","-0.015671862","0.109783922","0.6913493","zagraniczne","2018",0.13854634986974,4.24851598173516,"BG¯ Zdywersyfikowanych Aktywów2018"
"381","BNP Paribas Akcji","BNP Paribas FIO Subfundusz BNP Paribas Akcji",2.66,"BNP Paribas","2005-01-18",200,100,"27.4","akcji",2,"2.5",0,"20","2.66","0.000668051","0.006428148","-0.01658789","3.01143875","0.00011324","0.067722823","0.165676678","1.60060886","polskie","2018",0.0947618633074416,13.5744292237443,"BNP Paribas Akcji2018"
"382","BNP Paribas Papierów D³u¿nych","BNP Paribas FIO Subfundusz BNP Paribas Papierów D³u¿nych",1.74,"BNP Paribas","2010-12-21",200,100,"6.3","d³u¿ne",1,"1.5",0,"10","1.74","0.000130895","0.000824886","-0.002225583","0.544950175","4.17407E-05","0.011392077","0.032462076","0.205396505","polskie","2018",0.0898850542758749,7.64840182648402,"BNP Paribas Papierów D³u¿nych2018"
"383","BNP Paribas Stabilnego Wzrostu","BNP Paribas FIO Subfundusz BNP Paribas Stabilnego Wzrostu",2.98,"BNP Paribas","2005-01-18",200,100,"15.7","mieszane",2,"2",0,"20","2.99","0.000271928","0.002142835","-0.006357865","1.080708004","3.92753E-05","0.016087006","0.067438163","0.533565869","zagraniczne","2018",0.100152888527433,13.5744292237443,"BNP Paribas Stabilnego Wzrostu2018"
"384","Rockbridge FIO Strategii Akcyjnej","Rockbridge FIO Strategii Akcyjnej",2.69,"Rockbridge","2008-10-20",1000,100,"5.1","absolutnej stopy zwrotu",2.5,"2.5",0,"20","3.09","0.000350684","0.003002151","-0.005981811","1.13952259","0.000189317","0.065802518","0.087320405","0.750537764","zagraniczne","2018",0.09769049409218,9.81837899543379,"Rockbridge FIO Strategii Akcyjnej2018"
"385","Rockbridge Akcji","Rockbridge Subfundusz Akcji",4.05,"Rockbridge","1999-07-28",1000,100,"104","akcji",4,"4",0,"0","4.19","0.000343053","0.005282075","-0.017079476","2.545264678","-0.000480014","0.044359934","0.085420203","1.320518702","polskie","2018",0.0540849613805773,19.0567351598174,"Rockbridge Akcji2018"
"386","Rockbridge Akcji Ma³ych i Œrednich Spó³ek","",4.03,"Rockbridge","2000-02-08",1000,100,"104.9","akcji",4,"4",0,"0","4.06","0.0002413","0.00428127","-0.012116362","1.974258517","1.97983E-05","0.05193469","0.060083595","1.070317411","polskie","2018",0.0430560079901382,18.5223744292237,"Rockbridge Akcji Ma³ych i Œrednich Spó³ek2018"
"387","Rockbridge Akcji Rynków Wschodz¹cych","Rockbridge Subfundusz Akcji Rynków Wschodz¹cych",4.41,"Rockbridge","2001-02-01",1000,100,"17.4","akcji",4,"4",0,"0","4.58","0.000277638","0.006361479","-0.015794304","2.869888203","-3.19206E-05","0.067730299","0.069131847","1.590369854","zagraniczne","2018",0.0346660538498864,17.5388127853881,"Rockbridge Akcji Rynków Wschodz¹cych2018"
"388","Rockbridge Dywidendowy","Rockbridge Subfundusz Dywidendowy",3.72,"Rockbridge","2016-02-15",1000,100,"10.6","akcji",3.5,"4",0,"0","4.28","0.000230353","0.00459592","-0.010228295","2.095432452","0.000743384","0.20181771","0.057357867","1.148980045","zagraniczne","2018",0.0377359617242091,2.49223744292237,"Rockbridge Dywidendowy2018"
"389","Rockbridge Rynków Surowcowych","",4.05,"Rockbridge","2008-12-16",1000,100,"36.9","rynku surowców",3.75,"4",0,"0","3.95","0.000177585","0.00508714","-0.015559079","2.580473389","0.000531959","0.097255901","0.044218667","1.271784918","zagraniczne","2018",0.0237608313892585,9.662100456621,"Rockbridge Rynków Surowcowych2018"
"390","Rockbridge Obligacji","Rockbridge Subfundusz Obligacji 1",2.07,"Rockbridge","1999-08-03",1000,100,"134.6","d³u¿ne",2,"0.8",0,"0","2.08","0.000120203","0.000878401","-0.002022098","0.509280827","-1.74714E-05","0.002576492","0.029930666","0.21960032","polskie","2018",0.072543910682826,19.040296803653,"Rockbridge Obligacji2018"
"391","Rockbridge Obligacji 2","Rockbridge Subfundusz Obligacji 2",2.06,"Rockbridge","1999-04-22",1000,100,"56.8","d³u¿ne",2,"0.8",0,"0","2.08","0.000129193","0.000885563","-0.002091876","0.513198069","-1.59499E-05","0.004416096","0.032168971","0.22139068","polskie","2018",0.0820674610150707,19.3224885844749,"Rockbridge Obligacji 22018"
"392","Rockbridge Obligacji Korporacyjnych","Rockbridge Subfundusz Obligacji Korporacyjnych",1.06,"Rockbridge","2000-01-31",1000,100,"140.9","d³u¿ne",1,"1.5",0,"25","1.34","0.000144407","0.00037601","-0.000758532","0.200469836","8.12607E-05","0.023815463","0.035957346","0.094002613","polskie","2018",0.233582294143249,18.5442922374429,"Rockbridge Obligacji Korporacyjnych2018"
"393","Rockbridge Selektywny","Rockbridge Subfundusz Selektywny",3.02,"Rockbridge","2009-05-08",1000,100,"106.7","absolutnej stopy zwrotu",3,"4",0,"0","3.13","0.000227071","0.001947182","-0.004518248","0.820732008","0.000192585","0.022164346","0.056540571","0.48679543","zagraniczne","2018",0.0873890106158145,9.27043378995434,"Rockbridge Selektywny2018"
"394","Rockbridge Skarbowy","Rockbridge Subfundusz Skarbowy",1.51,"Rockbridge","1997-04-21",1000,100,"146.1","pieniê¿ne",1.5,"0",0,"0","1.52","0.000108226","0.000350868","-0.000831766","0.147513747","5.30157E-05","0.004866386","0.026948163","0.087716985","polskie","2018",0.147612950901128,21.3252283105023,"Rockbridge Skarbowy2018"
"395","Rockbridge Stabilnego Wzrostu","Rockbridge Subfundusz Stabilnego Wzrostu",3.04,"Rockbridge","1997-04-21",1000,100,"174.3","mieszane",3,"2.5",0,"0","3.09","0.000170425","0.001822213","-0.006958078","0.961901563","-0.000147648","0.007306148","0.042435893","0.455553327","zagraniczne","2018",0.0624205582851555,21.3252283105023,"Rockbridge Stabilnego Wzrostu2018"
"396","Rockbridge Zrównowa¿ony","Rockbridge Subfundusz Zrównowa¿ony",4.04,"Rockbridge","1999-11-03",1000,100,"126.6","mieszane",4,"3",0,"0","4.12","0.000186827","0.003342386","-0.010807607","1.640941796","-0.000711897","0.01776082","0.046520016","0.835596502","zagraniczne","2018",0.0389183247203206,18.7881278538813,"Rockbridge Zrównowa¿ony2018"
"397","Rockbridge Superior Akcji","Rockbridge Subfundusz Superior Akcji",1.51,"Rockbridge Superior","2015-06-22",500000,1000,"2.1","akcji",0.7,"0",0,"25","1.67","0.000483384","0.0049654","-0.017037442","2.444240082","-2.78454E-05","0.094523458","0.120362696","1.241350041","polskie","2018",0.0856830809094886,3.14440639269406,"Rockbridge Superior Akcji2018"
"398","Rockbridge Superior Obligacji","Rockbridge Subfundusz Superior Obligacji",0.79,"Rockbridge Superior","2015-06-22",500000,1000,"8.6","d³u¿ne",0.35,"0",0,"25","0.82","0.000212003","0.001047595","-0.002535096","0.600512159","4.23925E-05","0.015589967","0.052788865","0.261898869","polskie","2018",0.148106271508946,3.14440639269406,"Rockbridge Superior Obligacji2018"
"399","Rockbridge Superior Pieniê¿ny","Rockbridge Subfundusz Superior Pieniê¿ny",0.6,"Rockbridge Superior","2015-06-22",500000,1000,"9.2","pieniê¿ne",0.3,"0",0,"25","1.14","0.000119443","0.000228144","-0.000712173","0.103348601","8.02658E-05","0.016305147","0.029741256","0.057035876","polskie","2018",0.275988677722772,3.14440639269406,"Rockbridge Superior Pieniê¿ny2018"
"400","Rockbridge Superior Rynku Surowców","Rockbridge Subfundusz Superior Rynku Surowców",1.3,"Rockbridge Superior","2016-05-11",500000,1000,"0.9","rynku surowców",0.6,"0",0,"25","3.17","0.000108588","0.005446705","-0.012424668","2.414031135","0.000369334","0.128515885","0.027038483","1.361676344","zagraniczne","2018",0.00957531726056041,2.25673515981735,"Rockbridge Superior Rynku Surowców2018"
"401","Rockbridge Superior Selektywny","Rockbridge Subfundusz Superior Selektywny",0.88,"Rockbridge Superior","2015-06-22",500000,1000,"6.8","absolutnej stopy zwrotu",0.5,"0",0,"25","4.07","0.00043413","0.002332097","-0.004407009","0.727074156","4.45772E-05","0.044876638","0.108098337","0.583024299","zagraniczne","2018",0.161396938620563,3.14440639269406,"Rockbridge Superior Selektywny2018"
"402","BPS Akcji","BPS Akcji",4.17,"BPS","2011-05-10",100,50,"17.8","akcji",4,"4",0,"0","4.17","0.000399952","0.00677662","-0.016957175","3.141209007","0.000288125","0.074163107","0.099588055","1.694155086","polskie","2018",0.0505196104579059,7.26495433789954,"BPS Akcji2018"
"403","BPS Obligacji","BPS Obligacji",1.33,"BPS","2011-05-10",100,50,"19","d³u¿ne",1.2,"2",0,"0","1.33","0.000168804","0.000907411","-0.002647927","0.699750508","4.42569E-05","0.018945462","0.042032089","0.226852703","polskie","2018",0.123569561346598,7.26495433789954,"BPS Obligacji2018"
"404","BPS Pieniê¿ny","BPS Pieniê¿ny",0.95,"BPS","2011-05-10",100,50,"82","pieniê¿ne",0.9,"0",0,"0","0.95","0.000139313","0.000592324","-0.001140782","0.294042737","6.30695E-05","0.016002527","0.034689046","0.148081066","polskie","2018",0.13971432377452,7.26495433789954,"BPS Pieniê¿ny2018"
"405","BPS Stabilnego Wzrostu","BPS Stabilnego Wzrostu",2.21,"BPS","2011-05-10",100,50,"14.9","mieszane",2,"3",0,"0","2.2","0.000198096","0.00236551","-0.006008369","1.258901813","0.000166154","0.043215587","0.049326007","0.591377548","zagraniczne","2018",0.059735116964569,7.26495433789954,"BPS Stabilnego Wzrostu2018"
"406","BPS Akcji Polskich","",0.05,"BPS","2017-07-10",100,50,"3.7","akcji",1.5,"0",0,"20",NA,"-0.000259401","0.005081757",NA,NA,NA,NA,"-0.031387473","0.619974368","polskie","2018",-0.0732086281992871,1.09235159817352,"BPS Akcji Polskich2018"
"407","BPS Depozytowy","",0.05,"BPS","2017-07-10",100,50,"23.5","d³u¿ne",0.7,"0",0,"0",NA,"9.30282E-05","0.0002181",NA,NA,NA,NA,"0.011256408","0.02660825","polskie","2018",-0.103110576606879,1.09235159817352,"BPS Depozytowy2018"
"408","BPS Obligacji Korporacyjnych","BPS Obligacji Korporacyjnych",1.09,"BPS","2013-09-26",100,50,"15.6","d³u¿ne",0.95,"0",0,"20","1.42","0.000156958","0.000786683","-0.000958997","0.370784554","9.6483E-05","0.025267089","0.039082616","0.196670844","polskie","2018",0.127536016472274,4.88139269406393,"BPS Obligacji Korporacyjnych2018"
"409","BPS P³ynnoœciowy","BPS P³ynnoœciowy",0.8,"BPS","2013-09-26",100,50,"26.7","pieniê¿ne",0.65,"0",0,"20","1.67","0.000175333","0.00102738","-0.000907428","0.404074289","5.39417E-05","0.011647758","0.043657991","0.256845003","polskie","2018",0.115470383513749,4.88139269406393,"BPS P³ynnoœciowy2018"
"410","Arka BZ WBK Akcji Polskich","Arka BZ WBK Akcji Polskich Subfundusz",4.02,"Arka BZ WBK","1998-04-02",1000,100,"868.5","akcji",4,"0",NA,"0","3.7","0.000637691","0.006621199","-0.016470932","3.053908927","-0.000169883","0.079109638","0.158784973","1.655299726","polskie","2018",0.0874675267118361,20.3771689497717,"Arka BZ WBK Akcji Polskich2018"
"411","Arka BZ WBK Akcji Tureckich","Arka BZ WBK Akcji Tureckich Subfundusz",4.23,"Arka BZ WBK","2007-10-29",1000,100,"88.9","akcji",4,"0",NA,"0","4.22","0.00044336","0.011796216","-0.023703006","5.493808809","0.000744024","0.056169339","0.110396673","2.949054099","zagraniczne","2018",0.0326873193111945,10.7964611872146,"Arka BZ WBK Akcji Tureckich2018"
"412","Arka BZ WBK Akcji Œrodkowej i Wschodniej Europy","Arka BZ WBK Akcji Œrodkowej i Wschodniej Europy Subfundusz",4.15,"Arka BZ WBK","2006-12-27",1000,100,"147.2","akcji",4,"0",NA,"0","4.01","0.000591708","0.005574565","-0.018295315","3.029997276","0.000289823","0.060288997","0.14733522","1.393641374","zagraniczne","2018",0.0956739821933558,11.634703196347,"Arka BZ WBK Akcji Œrodkowej i Wschodniej Europy2018"
"413","Arka BZ WBK Gotówkowy","Arka BZ WBK Gotówkowy Subfundusz",1,"Arka BZ WBK","1998-04-02",1000,100,"2292.7","pieniê¿ne",1,"0",NA,"0","0.93","9.85338E-05","0.000227219","-0.000647686","0.114497797","5.16351E-05","0.011378215","0.024534923","0.056804803","polskie","2018",0.18545831414995,20.3771689497717,"Arka BZ WBK Gotówkowy2018"
"414","Arka BZ WBK Obligacji Europejskich","Arka BZ WBK Obligacji Europejskich Subfundusz",1.64,"Arka BZ WBK","2003-08-18",1000,100,"70.6","d³u¿ne",1.6,"0",NA,"0","1.54","-0.000118779","0.002400631","-0.007667889","1.288809194","0.000401309","0.062492496","-0.029575873","0.600157794","zagraniczne","2018",-0.0726073599903961,14.9964611872146,"Arka BZ WBK Obligacji Europejskich2018"
"415","Arka BZ WBK Obligacji Korporacyjnych","Arka BZ WBK Obligacji Korporacyjnych Subfundusz",1.9,"Arka BZ WBK","2012-02-10",1000,100,"3018.8","d³u¿ne",1.9,"0",NA,"0","1.78","0.000163306","0.000326699","-0.001182316","0.250825038","0.000108003","0.028795176","0.040663252","0.081674859","polskie","2018",0.326456051794347,6.50867579908676,"Arka BZ WBK Obligacji Korporacyjnych2018"
"416","Arka BZ WBK Obligacji Skarbowych","Arka BZ WBK Obligacji Skarbowych Subfundusz",1.71,"Arka BZ WBK","2002-08-20",1000,100,"922.8","d³u¿ne",1.7,"0",NA,"0","1.66","0.000182926","0.001335566","-0.002505942","0.75033172","-3.27883E-05","-0.008021718","0.04554867","0.333891547","polskie","2018",0.0944877768948131,15.9909817351598,"Arka BZ WBK Obligacji Skarbowych2018"
"417","Arka Platinum Dynamiczny","Arka Platinum Dynamiczny",3.34,"Arka BZ WBK","2007-12-27",1000,100,"48.7","mieszane",2.8,"0",NA,"0","2.77","6.04811E-05","0.002938903","-0.010002665","1.394981714","-3.09039E-05","0.006002828","0.015059794","0.734725663","zagraniczne","2018",0.00144243498406289,10.634703196347,"Arka Platinum Dynamiczny2018"
"418","Arka Platinum Konserwatywny","Arka Platinum Konserwatywny",1.82,"Arka BZ WBK","2012-02-10",1000,100,"178.6","mieszane",1.8,"0",NA,"0","1.71","0.000125352","0.000975394","-0.002552407","0.515906098","3.31305E-06","0.004612176","0.031212725","0.243848417","zagraniczne","2018",0.070587807014552,6.50867579908676,"Arka Platinum Konserwatywny2018"
"419","Arka Platinum Stabilny","Arka Platinum Stabilny",2.34,"Arka BZ WBK","2006-05-30",1000,100,"82.2","mieszane",2.3,"0",NA,"0","2.24","9.91191E-05","0.001501384","-0.005136055","0.703540283","-0.000179303","2.25631E-05","0.024680662","0.375346055","zagraniczne","2018",0.0284555062127934,12.212899543379,"Arka Platinum Stabilny2018"
"420","Arka BZ WBK Stabilnego Wzrostu","Arka BZ WBK Stabilnego Wzrostu Subfundusz",2.91,"Arka BZ WBK","1999-11-25",1000,100,"954.9","mieszane",2.9,"0",NA,"0","2.54","0.000354362","0.002235462","-0.006660066","1.215864619","-6.24491E-05","0.015398534","0.088236117","0.558865565","zagraniczne","2018",0.13283358583741,18.7278538812785,"Arka BZ WBK Stabilnego Wzrostu2018"
"421","Arka BZ WBK Zrównowa¿ony","Arka BZ WBK Zrównowa¿ony Subfundusz",3.42,"Arka BZ WBK","1998-04-02",1000,100,"901.3","mieszane",3.4,"0",NA,"0","3.13","0.00044383","0.003847033","-0.010395001","1.857239254","-9.73674E-05","0.03167859","0.110513651","0.961758171","zagraniczne","2018",0.100351266992251,20.3771689497717,"Arka BZ WBK Zrównowa¿ony2018"
"422","Arka Presti¿ Akcji Polskich","Arka Presti¿ Akcji Polskich Subfundusz",3,"Arka Presti¿","2010-11-16",10000,1000,"314.8","akcji",3,"0",NA,"0","3","0.000651376","0.006334034","-0.014875484","2.826921261","0.000405075","0.083200997","0.162192547","1.583508552","polskie","2018",0.0935849363193082,7.74429223744292,"Arka Presti¿ Akcji Polskich2018"
"423","Arka Presti¿ Akcji Œrodkowej i Wschodniej Europy","Arka Presti¿ Akcji Œrodkowej i Wschodniej Europy Subfundusz",3.27,"Arka Presti¿","2010-11-16",10000,1000,"36.3","akcji",3,"0",NA,"0","3.54","0.000700505","0.006227172","-0.01904268","3.225349553","0.000438648","0.112162278","0.174425683","1.556793039","zagraniczne","2018",0.10304881829575,7.74429223744292,"Arka Presti¿ Akcji Œrodkowej i Wschodniej Europy2018"
"424","Arka Presti¿ Gotówkowy","Arka Presti¿ Gotówkowy",0.95,"Arka Presti¿","2013-11-22",10000,1000,"1067.8","pieniê¿ne",0.8,"0",NA,"0","0.95","0.000102051","0.000216721","-0.000765493","0.123785369","5.29793E-05","0.010815368","0.025410639","0.054180284","polskie","2018",0.210605005318909,4.72511415525114,"Arka Presti¿ Gotówkowy2018"
"425","Arka Presti¿ Obligacji Korporacyjnych","Arka Presti¿ Obligacji Korporacyjnych Subfundusz",1.8,"Arka Presti¿","2011-05-27",10000,1000,"4093.4","d³u¿ne",1.8,"0",NA,"0","1.8","0.000168269","0.000329253","-0.001172877","0.253775231","0.00010288","0.031721457","0.041898915","0.082313295","polskie","2018",0.338935708988445,7.21837899543379,"Arka Presti¿ Obligacji Korporacyjnych2018"
"426","Arka Presti¿ Obligacji Skarbowych","Arka Presti¿ Obligacji Skarbowych Subfundusz",1.51,"Arka Presti¿","2010-11-16",10000,1000,"317.6","d³u¿ne",1.5,"0",NA,"0","1.51","0.00019202","0.0013529","-0.002540252","0.764981645","-1.75808E-05","-0.004684649","0.047812893","0.338224981","polskie","2018",0.0999716014471445,7.74429223744292,"Arka Presti¿ Obligacji Skarbowych2018"
"427","NN (L) Nowej Azji","NN (L) Nowej Azji",2.96,"NN","2009-11-23",200,50,"36.7","akcji",2.5,"5",0,"0","2.45","-0.000249424","0.00799507","-0.024322064","3.961934977","0.00017717","0.0850646","-0.062106469","1.998767467","zagraniczne","2018",-0.0380766998945756,8.72511415525114,"NN (L) Nowej Azji2018"
"428","Copernicus Akcji","Subfundusz Akcji",5.84,"Copernicus","2010-07-08",500,100,"0.6","akcji",3.25,"2",0,"20","5.89",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2018",NA,8.1033105022831,"Copernicus Akcji2018"
"429","Copernicus D³u¿ny Skarbowy Plus","Subfundusz D³u¿ny Skarbowy Plus",3.7,"Copernicus","2012-07-16",500,100,"2.6","d³u¿ne",1.2,"1",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2018",NA,6.07865296803653,"Copernicus D³u¿ny Skarbowy Plus2018"
"430","Copernicus Spó³ek Wzrostowych","Subfundusz Spó³ek Wzrostowych",5.17,"Copernicus","2010-07-08",500,100,"1.9","akcji",3.25,"2",0,"20","5.19",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2018",NA,8.1033105022831,"Copernicus Spó³ek Wzrostowych2018"
"431","Credit Agricole Akcji Nowej Europy","Credit Agricole fio Subfundusz Credit Agricole Akcji Nowej Europy",4.72,"Credit Agricole","2008-05-13",1000,500,"5.9","akcji",3.95,NA,NA,"0","4.91","0.000701237","0.005588266","-0.017539161","3.022637979","0.000305423","0.049071483","0.174608042","1.397066576","zagraniczne","2018",0.114960907918822,10.2567351598174,"Credit Agricole Akcji Nowej Europy2018"
"432","Credit Agricole Akcyjny","Credit Agricole fio Subfundusz Credit Agricole Akcyjny",2.98,"Credit Agricole","2006-11-03",1000,500,"54","akcji",2.95,NA,NA,"0","3.05","0.000964187","0.005394201","-0.014110758","2.577949969","0.000194686","0.104995084","0.240082532","1.348550166","polskie","2018",0.167648588610236,11.7826484018265,"Credit Agricole Akcyjny2018"
"433","Credit Agricole Dynamiczny Polski","Credit Agricole fio Subfundusz Credit Agricole Dynamiczny Polski",2.83,"Credit Agricole","2005-09-26",1000,500,"77","mieszane",2.75,NA,NA,"0","2.86","0.000636667","0.003347045","-0.009331472","1.619900423","9.35134E-05","0.054037183","0.15852998","0.836761234","zagraniczne","2018",0.172725473082803,12.8868721461187,"Credit Agricole Dynamiczny Polski2018"
"434","Credit Agricole Lokacyjny","Credit Agricole fio Subfundusz Credit Agricole Lokacyjny",1.97,"Credit Agricole","2006-11-03",1000,500,"62.1","pieniê¿ne",1.95,NA,NA,"0","1.97","6.49412E-05","0.000224251","-0.000572739","0.095904655","1.15655E-05","0.003599522","0.016170369","0.056062742","polskie","2018",0.0387132152758422,11.7826484018265,"Credit Agricole Lokacyjny2018"
"435","Credit Agricole Stabilnego Wzrostu","Credit Agricole fio Subfundusz Credit Agricole Stabilnego Wzrostu",2.28,"Credit Agricole","2003-05-05",1000,500,"262","mieszane",2.25,NA,NA,"0","2.3","0.000411955","0.001730078","-0.005005798","0.960363479","-6.17201E-06","0.02240587","0.102576691","0.432519572","zagraniczne","2018",0.204792330183847,15.2841324200913,"Credit Agricole Stabilnego Wzrostu2018"
